SystemTime,UTC,Packet,SampleTime,Roll,Pitch,Yaw,Qw,Qx,Qy,Qz,AccX,AccY,AccZ,FreeAccX,FreeAccY,FreeAccZ,DeltaVX,DeltaVY,DeltaVZ,GyroX,GyroY,GyroZ,DeltaQ0,DeltaQ1,DeltaQ2,DeltaQ3,MagX,MagY,MagZ,Pressure,Temperature,Latitude,Longitude,Altitude,HeightMSL,VelN,VelE,VelD,GroundSpeed,HeadingMotion,HeadingVehicle,HorizAccuracy,VertAccuracy,SpeedAccuracy,HeadingAccuracy,Satellites,FixType,Flags,ValidFlags,GDOP,PDOP,TDOP,VDOP,HDOP,NDOP,EDOP,StatusWord,StatusByte,RTKState,CarrierState,Differential,ClockSync,FilterValid,GNSSValid,NavQuality
1783595363.9109633,,13372,,-0.9133486290235343,-2.3972071097153513,134.30522384590546,0.3883342623667028,0.016182211041343243,-0.015465200659300288,0.921246690244524,0.41087445616722107,-0.1479371041059494,9.852812767028809,,,,,,,0.0018721447559073567,-0.004168227314949036,0.002429448300972581,,,,,0.02155613899230957,-0.14791440963745117,-0.9858462810516357,,,,,,,,,,,,,,,,,,,,,,,,,,,,92274759,,0,0,True,False,False,True,0
1783595365.1615455,,13506,,-0.9166172558210239,-2.39521653235307,134.4239057568144,0.38738039810601516,0.016171157641716664,-0.015467997909764726,0.9216483395875107,0.41114217042922974,-0.15652458369731903,9.856646537780762,,,,,,,0.0018604100914672017,-0.0033136869315057993,0.0027014962397515774,,,,,0.021510601043701172,-0.14394378662109375,-0.9836544990539551,,,,,,,,,,,,,,,,,,,,,,,,,,,,92274759,,0,0,True,False,False,True,0
1783595365.8942637,,13578,,-0.9194568957083581,-2.397043953994646,134.50818841521976,0.3867028064296001,0.016187651726105933,-0.015485107663544677,0.9219322702193008,0.4113544821739197,-0.1486271321773529,9.859471321105957,,,,,,,0.002027861773967743,-0.003902614349499345,0.002954714233055711,,,,,0.022053956985473633,-0.14699673652648926,-0.9863784313201904,,,,,,,,,,,,,,,,,,,,,,,,,,,,92274759,,0,0,True,False,False,True,0
1783595366.0769014,,13600,,-0.9176573070504921,-2.395177797103193,134.52238098655883,0.38658837594494516,0.016180623787540514,-0.015462332849331056,0.921980765125256,0.4160681664943695,-0.1455005407333374,9.853257179260254,,,,,,,0.0017983840079978108,-0.0030994415283203125,0.002392567927017808,,,,,0.021056175231933594,-0.14643454551696777,-0.9854493141174316,,,,,,,,,,,,,,,,,,,,,,,,,,,,92274759,,0,0,True,False,False,True,0
1783595366.1439092,,13604,,-0.918138921376741,-2.394100232609751,134.52587463344327,0.3865603410548676,0.016170799330547225,-0.015462082426642494,0.921992696272366,0.41367337107658386,-0.15035587549209595,9.852896690368652,,,,,,,0.0015286729903891683,-0.0038437540642917156,0.0025929880794137716,,,,,0.019568443298339844,-0.1458585262298584,-0.9845240116119385,,,,,,,,,,,,,,,,,,,,,,,,,,,,92274759,,0,0,True,False,False,True,0
1783595366.745424,,13667,,-0.9202242303109257,-2.3919347708565697,134.58058926740443,0.38612037503080315,0.016153724699279073,-0.015463850303140441,0.9221773053476289,0.4061940014362335,-0.1529739946126938,9.851604461669922,,,,,,,0.0018155203433707356,-0.003734603524208069,0.002622045809403062,,,,,0.020049333572387695,-0.14488697052001953,-0.9840929508209229,,,,,,,,,,,,,,,,,,,,,,,,,,,,92274759,,0,0,True,False,False,True,0
1783595367.1121101,,13705,,-0.9191825543210167,-2.3922467076113603,134.62868765117543,0.38573311986781134,0.016166231588877155,-0.015449733426251566,0.9223393729697965,0.40840500593185425,-0.15892718732357025,9.853256225585938,,,,,,,0.0015017007244750857,-0.0028812240343540907,0.0029961378313601017,,,,,0.02004098892211914,-0.14485979080200195,-0.9836113452911377,,,,,,,,,,,,,,,,,,,,,,,,,,,,92274759,,0,0,True,False,False,True,0
1783595367.1781182,,13716,,-0.9175110392485131,-2.391231855480938,134.6288070652055,0.385731928732687,0.01616370463321142,-0.01543284925560619,0.9223401980682319,0.40941116213798523,-0.14973491430282593,9.852248191833496,,,,,,,0.0018620864721015096,-0.003664568066596985,0.0030977651476860046,,,,,0.020092487335205078,-0.14550161361694336,-0.986473560333252,,,,,,,,,,,,,,,,,,,,,,,,,,,,92274759,,0,0,True,False,False,True,0
1783595367.244143,,13722,,-0.9177877750201603,-2.39078526434444,134.63429055378808,0.3856878336368535,0.0161599165300995,-0.01543280132062341,0.922358705019717,0.4079519808292389,-0.15259148180484772,9.855306625366211,,,,,,,0.0015260655200108886,-0.003487617475911975,0.002685003448277712,,,,,0.022035598754882812,-0.14550447463989258,-0.9854965209960938,,,,,,,,,,,,,,,,,,,,,,,,,,,,92274759,,0,0,True,False,False,True,0
1783595367.5786688,,13757,,-0.9145665963267804,-2.3912347523299204,134.66606464659637,0.38543160883627914,0.016178648555271156,-0.015403899949311588,0.9224659593216187,0.4080936312675476,-0.15111631155014038,9.857013702392578,,,,,,,0.0011904166312888265,-0.003956258296966553,0.00262651639059186,,,,,0.021994590759277344,-0.14728665351867676,-0.9829807281494141,,,,,,,,,,,,,,,,,,,,,,,,,,,,92274759,,0,0,True,False,False,True,0
1783595370.5153306,,14061,,-0.9131400370589822,-2.389216830120606,134.96227021120558,0.38304566807223056,0.016206916197484416,-0.015343792524301252,0.923459755522371,0.4068809449672699,-0.1504596322774887,9.84697151184082,,,,,,,0.0015432016225531697,-0.003923848271369934,0.0021005049347877502,,,,,0.01901984214782715,-0.14661335945129395,-0.9811029434204102,,,,,,,,,,,,,,,,,,,,,,,,,,,,92274759,,0,0,True,False,False,True,0
1783595371.2443762,,14136,,-0.9118066447590514,-2.385282642014957,135.02181608917013,0.38256558611813135,0.016187623073764732,-0.015311497197936839,0.9236596187074922,0.4044951796531677,-0.14970842003822327,9.84959602355957,,,,,,,0.0017551705241203308,-0.003554299706593156,0.0028138982597738504,,,,,0.018596172332763672,-0.1448981761932373,-0.9850666522979736,,,,,,,,,,,,,,,,,,,,,,,,,,,,92274759,,0,0,True,False,False,True,0
1783595373.6942525,,14390,,-0.9095452369857296,-2.384947116591127,135.2649931328571,0.3806042911152228,0.0162248832491935,-0.015257753198986188,0.9244697548949603,0.41070690751075745,-0.1568944901227951,9.856535911560059,,,,,,,0.0013083773665130138,-0.0036742587108165026,0.0026132159400731325,,,,,0.020035266876220703,-0.14818835258483887,-0.9829409122467041,,,,,,,,,,,,,,,,,,,,,,,,,,,,92274759,,0,0,True,False,False,True,0
1783595375.2621417,,14552,,-0.90702901176776,-2.384043555571023,135.4227938289742,0.3793305179528744,0.016246913676712337,-0.01521209609394335,0.9249935070464085,0.4115726947784424,-0.15389977395534515,9.85866641998291,,,,,,,0.002154894405975938,-0.004056096076965332,0.0025196000933647156,,,,,0.018598079681396484,-0.14729523658752441,-0.9849317073822021,,,,,,,,,,,,,,,,,,,,,,,,,,,,92274759,,0,0,True,False,False,True,0
1783595376.8789196,2026-07-09 11:09:37,14723,,-0.90702901176776,-2.384043555571023,135.4227938289742,0.3793305179528744,0.016246913676712337,-0.01521209609394335,0.9249935070464085,0.4115726947784424,-0.15389977395534515,9.85866641998291,,,,,,,0.002154894405975938,-0.004056096076965332,0.0025196000933647156,,,,,0.018598079681396484,-0.14729523658752441,-0.9849317073822021,,,54.7306979,25.3686509,195.589,169.963,0.0,0.0,0.0,0.0,350.40352,0.0,0.817,1.025,0.15,180.0,28,3,1,55,1.22,1.06,0.6,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595377.2450628,2026-07-09 11:09:37,14760,,-0.9050653016645157,-2.3831997427494676,135.60657744515123,0.37784623776318405,0.016270948434677683,-0.015167377759332957,0.925601116840915,0.4079256057739258,-0.1566607803106308,9.86213493347168,,,,,,,0.0018103048205375671,-0.003871322376653552,0.0018553811823949218,,,,,0.022495031356811523,-0.1492457389831543,-0.9833509922027588,,,54.7306979,25.3686509,195.589,169.963,0.0,0.0,0.0,0.0,350.40352,0.0,0.817,1.025,0.15,180.0,28,3,1,55,1.22,1.06,0.6,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595378.7307928,2026-07-09 11:09:37,14917,,-0.9016885061805668,-2.385435917178655,135.74003240464106,0.3767675226487974,0.016317777617705274,-0.01512847587539587,0.9260405462118787,0.41157275438308716,-0.15386343002319336,9.864945411682129,,,,,,,0.0012904978357255459,-0.0036303054075688124,0.002816596534103155,,,,,0.019611597061157227,-0.14647316932678223,-0.9869046211242676,,,54.7306979,25.3686509,195.589,169.963,0.0,0.0,0.0,0.0,350.40352,0.0,0.817,1.025,0.15,180.0,28,3,1,55,1.22,1.06,0.6,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595379.2123806,2026-07-09 11:09:37,14967,,-0.9015652483732823,-2.383562370680974,135.77952805274492,0.37644831826422065,0.01630825111856595,-0.015115704716480025,0.9261707294513349,0.41588863730430603,-0.14882802963256836,9.850164413452148,,,,,,,0.0014592364896088839,-0.0036399897653609514,0.0026057660579681396,,,,,0.02151203155517578,-0.14586138725280762,-0.9835467338562012,,,54.7306979,25.3686509,195.589,169.963,0.0,0.0,0.0,0.0,350.40352,0.0,0.817,1.025,0.15,180.0,28,3,1,55,1.22,1.06,0.6,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595381.029136,2026-07-09 11:09:37,15153,,-0.902598032265976,-2.3815407942774716,135.9518562058848,0.3750552301094941,0.016311232845728184,-0.015092903737971118,0.9267360585988457,0.40823590755462646,-0.15618589520454407,9.857444763183594,,,,,,,0.002397543517872691,-0.003578901058062911,0.0028124991804361343,,,,,0.02054142951965332,-0.14729809761047363,-0.9839544296264648,,,54.7306979,25.3686509,195.589,169.963,0.0,0.0,0.0,0.0,350.40352,0.0,0.817,1.025,0.15,180.0,28,3,1,55,1.22,1.06,0.6,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595382.4792087,2026-07-09 11:09:37,15306,,-0.9017525183165273,-2.3811951242553877,136.07751971036376,0.37403860756479546,0.016327736929058305,-0.015067039085112975,0.9271469729179792,0.41035497188568115,-0.15103565156459808,9.850521087646484,,,,,,,0.001814775518141687,-0.003190338611602783,0.002283416921272874,,,,,0.022028446197509766,-0.14691567420959473,-0.9849338531494141,,,54.7306979,25.3686509,195.589,169.963,0.0,0.0,0.0,0.0,350.40352,0.0,0.817,1.025,0.15,180.0,28,3,1,55,1.22,1.06,0.6,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595382.9278238,2026-07-09 11:09:37,15353,,-0.9008777482600898,-2.3807317376318755,136.11839230582672,0.373707765578951,0.01633221258546687,-0.01505262567895763,0.9272805310358997,0.40431421995162964,-0.1578150987625122,9.854599952697754,,,,,,,0.001801184145733714,-0.003870189655572176,0.0020850233267992735,,,,,0.022043228149414062,-0.14457273483276367,-0.9860317707061768,,,54.7306979,25.3686509,195.589,169.963,0.0,0.0,0.0,0.0,350.40352,0.0,0.817,1.025,0.15,180.0,28,3,1,55,1.22,1.06,0.6,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595382.9951782,2026-07-09 11:09:37,15357,,-0.9017470990926114,-2.3804059442703718,136.12262227412634,0.3736736614275117,0.01632729661515705,-0.015057996201297648,0.9272942741605815,0.40776458382606506,-0.15324437618255615,9.851679801940918,,,,,,,0.001337431720457971,-0.003574058646336198,0.0026638745330274105,,,,,0.022510051727294922,-0.14690279960632324,-0.9844486713409424,,,54.7306979,25.3686509,195.589,169.963,0.0,0.0,0.0,0.0,350.40352,0.0,0.817,1.025,0.15,180.0,28,3,1,55,1.22,1.06,0.6,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595383.5312357,2026-07-09 11:09:37,15416,,-0.900081323802049,-2.3786685724777583,136.17318439674784,0.37326423736465564,0.01632530173210908,-0.015031653752446862,0.9274596179960636,0.4079030752182007,-0.15253213047981262,9.857437133789062,,,,,,,0.0017125309677794576,-0.0037603043019771576,0.0022403516341000795,,,,,0.019575834274291992,-0.14444732666015625,-0.9850864410400391,,,54.7306979,25.3686509,195.589,169.963,0.0,0.0,0.0,0.0,350.40352,0.0,0.817,1.025,0.15,180.0,28,3,1,55,1.22,1.06,0.6,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595385.1128936,2026-07-09 11:09:37,15580,,-0.8999084223113883,-2.377072515235341,136.32261567889918,0.3720544628524127,0.016332524679407323,-0.01500377425382085,0.9279459100978567,0.40761175751686096,-0.15103904902935028,9.853343963623047,,,,,,,0.0014236196875572205,-0.0037826604675501585,0.002460367977619171,,,,,0.021048545837402344,-0.14736652374267578,-0.9849138259887695,,,54.7306979,25.3686509,195.589,169.963,0.0,0.0,0.0,0.0,350.40352,0.0,0.817,1.025,0.15,180.0,28,3,1,55,1.22,1.06,0.6,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595385.26282,2026-07-09 11:09:37,15592,,-0.8997538940022847,-2.376536132602291,136.33085192497347,0.37198774592984624,0.01632976041956916,-0.014999609140907469,0.9279727730533325,0.4108271598815918,-0.15341725945472717,9.854828834533691,,,,,,,0.0013737010303884745,-0.003511086804792285,0.002693943912163377,,,,,0.022491455078125,-0.14493107795715332,-0.9835937023162842,,,54.7306979,25.3686509,195.589,169.963,0.0,0.0,0.0,0.0,350.40352,0.0,0.817,1.025,0.15,180.0,28,3,1,55,1.22,1.06,0.6,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595387.0825953,2026-07-09 11:09:37,15780,,-0.8983494236326771,-2.3743872704885485,136.4943509054085,0.370663145369032,0.016338274285091527,-0.014957969445175908,0.9285031785667716,0.4117860496044159,-0.15960660576820374,9.853321075439453,,,,,,,0.0018076973501592875,-0.0035554177593439817,0.002067349851131439,,,,,0.0175933837890625,-0.14814424514770508,-0.9834401607513428,,,54.7306979,25.3686509,195.589,169.963,0.0,0.0,0.0,0.0,350.40352,0.0,0.817,1.025,0.15,180.0,28,3,1,55,1.22,1.06,0.6,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595387.280991,2026-07-09 11:09:37,15806,,-0.8966002768481854,-2.375297381200801,136.51461566877103,0.3704986871622508,0.01635395045748816,-0.014943846236052707,0.9285687656685184,0.4094543755054474,-0.1507233828306198,9.852594375610352,,,,,,,0.0018583611818030477,-0.003675371641293168,0.0027759000658988953,,,,,0.020058631896972656,-0.1458728313446045,-0.984520435333252,,,54.7306979,25.3686509,195.589,169.963,0.0,0.0,0.0,0.0,350.40352,0.0,0.817,1.025,0.15,180.0,28,3,1,55,1.22,1.06,0.6,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595387.4964385,2026-07-09 11:09:37,15825,,-0.8972493184182126,-2.374422628023656,136.53190819873794,0.37035865224105075,0.016347017965594287,-0.014943812957822645,0.9286247499222207,0.4172284007072449,-0.15858742594718933,9.849136352539062,,,,,,,0.0017108396859839559,-0.003752484917640686,0.0026060263626277447,,,,,0.018571853637695312,-0.1462550163269043,-0.9835410118103027,,,54.7306979,25.3686509,195.589,169.963,0.0,0.0,0.0,0.0,350.40352,0.0,0.817,1.025,0.15,180.0,28,3,1,55,1.22,1.06,0.6,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595389.6132495,2026-07-09 11:09:49,16049,,-0.8972493184182126,-2.374422628023656,136.53190819873794,0.37035865224105075,0.016347017965594287,-0.014943812957822645,0.9286247499222207,0.4172284007072449,-0.15858742594718933,9.849136352539062,,,,,,,0.0017108396859839559,-0.003752484917640686,0.0026060263626277447,,,,,0.018571853637695312,-0.1462550163269043,-0.9835410118103027,,,54.7307028,25.36865,195.284,169.658,0.0,0.0,0.0,0.0,350.40352,0.0,0.822,1.05,0.129,180.0,29,3,1,55,1.23,1.07,0.61,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595389.76355,2026-07-09 11:09:49,16062,,-0.8942796999743273,-2.375167666444751,136.7227249637928,0.3688113755268015,0.016387479672345533,-0.014894886208264409,0.9292404221496501,0.4096370339393616,-0.14348503947257996,9.861692428588867,,,,,,,0.0014365146635100245,-0.003519674763083458,0.0028780577704310417,,,,,0.021520137786865234,-0.14540910720825195,-0.9840552806854248,,,54.7307028,25.36865,195.284,169.658,0.0,0.0,0.0,0.0,350.40352,0.0,0.822,1.05,0.129,180.0,29,3,1,55,1.23,1.07,0.61,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595389.9316747,2026-07-09 11:09:49,16078,,-0.8941811498226364,-2.376551682450751,136.73358518299472,0.3687232878815544,0.016400433400792346,-0.014896983598076062,0.9292751167645463,0.40939170122146606,-0.15656541287899017,9.8532133102417,,,,,,,0.0016460196347907186,-0.0037573277950286865,0.002225674921646714,,,,,0.02253556251525879,-0.14698410034179688,-0.9858932495117188,,,54.7307028,25.36865,195.284,169.658,0.0,0.0,0.0,0.0,350.40352,0.0,0.822,1.05,0.129,180.0,29,3,1,55,1.23,1.07,0.61,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595390.6130316,2026-07-09 11:09:49,16149,,-0.8927060734430774,-2.3752733299596245,136.79234205942382,0.36824654629939957,0.01640243974344335,-0.014872503102247985,0.9294644962345257,0.4051392078399658,-0.14664246141910553,9.853614807128906,,,,,,,0.0020062553230673075,-0.003429502248764038,0.002487190067768097,,,,,0.02246713638305664,-0.1462879180908203,-0.9820680618286133,,,54.7307028,25.36865,195.284,169.658,0.0,0.0,0.0,0.0,350.40352,0.0,0.822,1.05,0.129,180.0,29,3,1,55,1.23,1.07,0.61,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
1783595392.3126657,2026-07-09 11:09:49,16328,,-0.8915076494165242,-2.375215456497016,136.9424240328056,0.367028728159868,0.01642527311815739,-0.014841097079570301,0.9299461623910378,0.40690574049949646,-0.15408876538276672,9.85522174835205,,,,,,,0.001687370240688324,-0.003755092853680253,0.0024946408811956644,,,,,0.019062519073486328,-0.14674878120422363,-0.9835104942321777,,,54.7307028,25.36865,195.284,169.658,0.0,0.0,0.0,0.0,350.40352,0.0,0.822,1.05,0.129,180.0,29,3,1,55,1.23,1.07,0.61,0.93,0.53,0.41,0.33,92274759,,0,0,True,False,False,True,3
